ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.76,38.776,43.438187,-96.69009,1325.81,1421.183891267811,,0.0,48.387096,,15 / 21,41011,2018-06-18 23:01:29:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.76,67.622,43.4382,-96.69008,1325.48,1421.183891267811,,0.0,41.935486,,15 / 21,41506,2018-06-18 23:01:29:654
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.8,63.337,43.4382,-96.69008,1325.48,NaN,,0.0,41.935486,,15 / 21,42013,2018-06-18 23:01:30:161
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.88,55.226,43.4382,-96.69008,1325.48,NaN,,0.0,41.935486,,15 / 21,42506,2018-06-18 23:01:30:654
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.8,48.543,43.4382,-96.69008,1325.48,NaN,,0.0,41.935486,,15 / 21,43011,2018-06-18 23:01:31:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,23.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.85,48.566,43.4382,-96.69008,1325.48,NaN,,0.0,41.935486,,15 / 21,43506,2018-06-18 23:01:31:654
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,46.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.77,54.878,43.4382,-96.69008,1325.48,NaN,,0.0,41.935486,,15 / 21,44011,2018-06-18 23:01:32:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,13.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.85,43.143,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 21,44507,2018-06-18 23:01:32:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.77,45.212,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 21,45011,2018-06-18 23:01:33:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,136.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.85,57.678,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 21,45506,2018-06-18 23:01:33:654
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,412.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.86,50.473,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 21,46011,2018-06-18 23:01:34:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,193.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.84,67.822,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 21,46507,2018-06-18 23:01:34:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,213.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.91,50.849,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 21,47011,2018-06-18 23:01:35:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,189.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.83,46.049,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 21,47507,2018-06-18 23:01:35:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.9,46.254,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 21,48011,2018-06-18 23:01:36:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,116.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.75,60.984,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 20,48507,2018-06-18 23:01:36:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,89.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.76,48.614,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 20,49010,2018-06-18 23:01:37:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,84.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.95,41.587,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 21,49507,2018-06-18 23:01:37:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,68.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.89,37.038,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,15 / 21,50010,2018-06-18 23:01:38:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,186.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.93,43.329,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,14 / 20,50507,2018-06-18 23:01:38:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,213.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.78,45.301,43.438183,-96.69008,1325.81,NaN,,0.0,41.935486,,14 / 20,51010,2018-06-18 23:01:39:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,259.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.85,56.953,43.438046,-96.69002,1300.32,NaN,,0.0,45.16129,,14 / 21,51508,2018-06-18 23:01:39:656
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,209.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.91,47.184,43.438046,-96.69002,1300.32,NaN,,0.0,45.16129,,14 / 21,52010,2018-06-18 23:01:40:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,386.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.82,31.954,43.438046,-96.69002,1300.32,NaN,,0.0,45.16129,,14 / 21,52506,2018-06-18 23:01:40:654
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,372.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.77,47.51,43.438046,-96.69002,1300.32,NaN,,0.0,45.16129,,14 / 21,53011,2018-06-18 23:01:41:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,394.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.81,63.296,43.437927,-96.68998,1278.39,NaN,,0.0,67.741936,,14 / 21,53507,2018-06-18 23:01:41:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,387.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.81,57.815,43.437927,-96.68998,1278.39,NaN,,0.0,67.741936,,14 / 21,54010,2018-06-18 23:01:42:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,382.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.91,62.087,43.43783,-96.68993,1260.0,NaN,,0.0,80.64516,,14 / 21,54507,2018-06-18 23:01:42:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,206.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.82,46.926,43.43783,-96.68993,1260.0,NaN,,0.0,80.64516,,14 / 21,55012,2018-06-18 23:01:43:160
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,149.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.88,30.085,43.43783,-96.68993,1260.0,NaN,,0.0,80.64516,,14 / 21,55507,2018-06-18 23:01:43:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,169.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.75,31.402,43.43783,-96.68993,1260.0,NaN,,0.0,80.64516,,14 / 21,56013,2018-06-18 23:01:44:161
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,159.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.88,43.396,43.437885,-96.69,1266.77,NaN,,0.0,103.22581,,14 / 21,56507,2018-06-18 23:01:44:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,19.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.91,63.661,43.437885,-96.69,1266.77,NaN,,0.0,103.22581,,14 / 21,57010,2018-06-18 23:01:45:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,106.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.88,67.225,43.437885,-96.69,1266.77,NaN,,0.0,103.22581,,14 / 21,57507,2018-06-18 23:01:45:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,108.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.91,53.857,43.437885,-96.69,1266.77,NaN,,0.0,103.22581,,14 / 21,58011,2018-06-18 23:01:46:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,98.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.89,52.892,43.437885,-96.68998,1267.1,NaN,,0.0,109.677414,,13 / 20,58507,2018-06-18 23:01:46:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,103.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.83,62.603,43.437885,-96.68998,1267.1,NaN,,0.0,109.677414,,13 / 20,59009,2018-06-18 23:01:47:157
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,106.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.83,41.144,43.437897,-96.68998,1267.74,NaN,,0.0,106.451614,,14 / 21,59506,2018-06-18 23:01:47:654
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,103.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.86,30.88,43.437897,-96.68998,1267.74,NaN,,0.0,106.451614,,14 / 21,60012,2018-06-18 23:01:48:160
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,106.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.86,44.06,43.437897,-96.68998,1267.74,NaN,,0.0,106.451614,,14 / 21,60507,2018-06-18 23:01:48:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,106.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.86,39.65,43.437897,-96.68998,1267.74,NaN,,0.0,106.451614,,14 / 21,61011,2018-06-18 23:01:49:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,103.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.83,60.259,43.437897,-96.68998,1267.74,NaN,,0.0,106.451614,,14 / 21,61507,2018-06-18 23:01:49:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,103.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.83,60.427,43.437897,-96.68998,1267.74,NaN,,0.0,106.451614,,14 / 21,62012,2018-06-18 23:01:50:160
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,108.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.81,32.475,43.4379,-96.689964,1270.0,NaN,,0.0,80.64516,,14 / 21,62506,2018-06-18 23:01:50:654
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,106.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.81,36.182,43.4379,-96.689964,1270.0,1421.489867974313,,0.0,80.64516,,14 / 21,63011,2018-06-18 23:01:51:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,101.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.84,31.623,43.4379,-96.689964,1270.0,1421.489867974313,,0.0,80.64516,,14 / 21,63507,2018-06-18 23:01:51:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,106.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.96,30.107,43.4379,-96.689964,1270.0,1421.489867974313,,0.0,80.64516,,14 / 21,64012,2018-06-18 23:01:52:160
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,106.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.9,67.39,43.437912,-96.68996,1268.71,1421.489867974313,,0.0,67.741936,,14 / 21,64507,2018-06-18 23:01:52:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,101.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.81,35.954,43.437912,-96.68996,1268.71,1421.489867974313,,0.0,67.741936,,14 / 21,65010,2018-06-18 23:01:53:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,99.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.9,33.599,43.437912,-96.68996,1268.71,1421.489867974313,,0.0,67.741936,,14 / 21,65507,2018-06-18 23:01:53:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,88.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.88,48.026,43.437912,-96.68996,1268.71,1421.489867974313,,0.0,67.741936,,14 / 21,66010,2018-06-18 23:01:54:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,56.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.85,41.201,43.43792,-96.68995,1268.71,1421.489867974313,,0.0,51.612904,,14 / 21,66507,2018-06-18 23:01:54:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,41.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,961.08,44.024,43.43792,-96.68995,1268.71,1421.489867974313,,0.0,51.612904,,14 / 21,67011,2018-06-18 23:01:55:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,4.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,961.08,41.775,43.43792,-96.68995,1268.71,1421.489867974313,,0.0,51.612904,,14 / 21,67508,2018-06-18 23:01:55:656
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.97,47.927,43.43792,-96.68995,1268.71,1421.489867974313,,0.0,51.612904,,14 / 21,68011,2018-06-18 23:01:56:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,3.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.89,53.103,43.437927,-96.68995,1269.68,1421.489867974313,,0.0,45.16129,,15 / 21,68507,2018-06-18 23:01:56:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.89,55.711,43.437927,-96.68995,1269.68,1421.489867974313,,0.0,45.16129,,15 / 21,69011,2018-06-18 23:01:57:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,2.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.88,57.763,43.437927,-96.68995,1269.68,1421.489867974313,,0.0,45.16129,,15 / 21,69507,2018-06-18 23:01:57:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,961.0,56.528,43.437927,-96.68995,1269.68,1421.489867974313,,0.0,45.16129,,15 / 21,70011,2018-06-18 23:01:58:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,4.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.88,51.123,43.437935,-96.68995,1270.65,1421.489867974313,,0.0,41.935486,,14 / 20,70507,2018-06-18 23:01:58:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,4.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.88,49.652,43.437935,-96.68995,1270.65,1421.489867974313,,0.0,41.935486,,14 / 20,71012,2018-06-18 23:01:59:160
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,5.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.88,47.433,43.437935,-96.68995,1270.65,1421.489867974313,,0.0,41.935486,,14 / 21,71508,2018-06-18 23:01:59:656
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,4.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.91,43.897,43.437935,-96.68995,1270.65,1421.489867974313,,0.0,41.935486,,14 / 21,72010,2018-06-18 23:02:00:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.95,44.011,43.437943,-96.68995,1271.61,1421.489867974313,,0.0,41.935486,,14 / 21,72506,2018-06-18 23:02:00:654
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,3.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.95,44.918,43.437943,-96.68995,1271.61,1421.489867974313,,0.0,41.935486,,14 / 21,73011,2018-06-18 23:02:01:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.94,45.477,43.437943,-96.68995,1271.61,1421.489867974313,,0.0,41.935486,,13 / 20,73507,2018-06-18 23:02:01:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,3.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.91,46.304,43.437943,-96.68995,1271.61,1421.489867974313,,0.0,41.935486,,13 / 20,74010,2018-06-18 23:02:02:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,7.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.87,46.45,43.438175,-96.689766,1338.71,1421.489867974313,,0.9,41.935486,278.9,14 / 21,74508,2018-06-18 23:02:02:656
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,3.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.91,46.229,43.438175,-96.689766,1338.71,1421.489867974313,,0.9,41.935486,278.9,14 / 21,75012,2018-06-18 23:02:03:160
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.85,45.968,43.438183,-96.68977,1337.74,1421.489867974313,,0.0,38.709675,,14 / 21,75506,2018-06-18 23:02:03:654
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,4.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.85,59.821,43.438183,-96.68977,1337.74,1421.489867974313,,0.0,38.709675,,14 / 21,76012,2018-06-18 23:02:04:160
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,4.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.85,48.473,43.438183,-96.68978,1332.26,1421.489867974313,,0.0,38.709675,,14 / 21,76507,2018-06-18 23:02:04:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,2.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.85,47.734,43.438183,-96.68978,1332.26,1421.489867974313,,0.0,38.709675,,14 / 21,77011,2018-06-18 23:02:05:159
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,2.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.88,47.934,43.438183,-96.68978,1332.26,1421.489867974313,,0.0,38.709675,,14 / 21,77506,2018-06-18 23:02:05:654
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,6.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.85,47.247,43.438183,-96.68978,1332.26,1421.489867974313,,0.0,38.709675,,14 / 21,78010,2018-06-18 23:02:06:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,4.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.88,46.796,43.438183,-96.68978,1332.26,1421.489867974313,,0.0,38.709675,,14 / 21,78507,2018-06-18 23:02:06:655
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.95,46.053,43.438168,-96.68979,1336.13,1421.489867974313,,0.9,38.709675,278.9,14 / 21,79010,2018-06-18 23:02:07:158
1.3864,1.2634,12.0242,0.1894,1.1123,9.7447,1.1971,0.151,2.2795,0.9151,0.6216,0.2695,0.0,-16.0,5.65,-36.15,56.62,-6.51,-1.11,3.1,960.95,47.064,43.438175,-96.68977,1342.9,1421.489867974313,,0.9,35.48387,278.9,15 / 21,79507,2018-06-18 23:02:07:655
-1.1204,2.7275,9.3273,-0.3489,3.0568,9.315,-0.7715,-0.3293,0.0123,0.0362,-0.0344,0.0061,36.0,-8.9,13.3,-35.5,24.0,-18.16,2.15,3.1,960.97,48.185,43.438175,-96.68977,1342.9,1421.489867974313,,0.9,35.48387,278.9,15 / 21,80007,2018-06-18 23:02:08:155
-0.9897,2.8686,9.6528,-0.5503,2.9818,9.3295,-0.4395,-0.1132,0.3233,-0.0581,0.139,0.017,9.0,2.3,25.2,-36.2,0.2,-17.7,3.38,3.1,960.96,69.871,43.438213,-96.68977,1343.23,1421.489867974313,,2.7,35.48387,278.9,15 / 21,80506,2018-06-18 23:02:08:654
-1.195,2.7577,9.9366,-0.7299,2.9227,9.3359,-0.4651,-0.165,0.6007,-0.0237,-0.0762,0.0232,0.0,3.0,22.75,-37.05,359.81,-17.33,4.47,3.1,960.94,46.726,43.438213,-96.68977,1343.23,1421.489867974313,,2.7,35.48387,278.9,15 / 21,81007,2018-06-18 23:02:09:155
-1.1786,2.7688,9.2042,-0.8082,2.9113,9.3331,-0.3705,-0.1425,-0.1289,0.0535,-0.0831,-3.0E-4,0.0,1.85,24.55,-38.1,2.09,-17.26,4.95,3.1,960.97,45.247,43.43821,-96.68976,1343.87,1421.489867974313,,1.8,38.709675,278.9,15 / 21,81506,2018-06-18 23:02:09:654
-0.9942,2.9091,9.3747,-0.9056,2.8942,9.3293,-0.0886,0.0148,0.0454,-0.0154,0.1246,0.0032,0.0,4.4,17.1,-39.75,359.76,-17.16,5.54,3.1,960.97,44.326,43.43821,-96.68976,1343.87,1421.489867974313,,1.8,38.709675,278.9,15 / 21,82011,2018-06-18 23:02:10:159
-1.0408,2.9043,9.7329,-0.9532,2.8623,9.3344,-0.0876,0.0419,0.3985,-0.0021,-0.1009,0.0128,0.0,5.85,16.05,-39.55,355.98,-16.96,5.83,3.1,960.95,43.745,43.43821,-96.68976,1343.87,1421.489867974313,,1.8,38.709675,278.9,15 / 21,82507,2018-06-18 23:02:10:655
