ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.11526,0.267194,9.93993,-0.001065,-0.012251,-0.098004,6.0,-27.55,-14.6,-39.45,961.15,48.70345,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,76909,2018-06-19 22:50:59:563
-0.096699,0.246986,9.946966,-0.001065,-0.010919,-0.161388,6.0,-27.3,-15.4,-39.35,961.21,48.70345,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,77010,2018-06-19 22:50:59:664
-0.153431,0.265248,9.94053,0.001065,-0.011185,-0.211189,6.0,-27.25,-15.8,-39.3,961.3,48.70345,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,77109,2018-06-19 22:50:59:763
-0.232018,0.213306,9.95505,-0.008256,0.002929,-0.420513,5.0,-27.1,-16.45,-39.05,961.24,49.17108,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,77210,2018-06-19 22:50:59:864
-0.154928,0.220791,9.954,0.004261,-0.022637,-0.436226,5.0,-27.15,-16.95,-38.8,961.27,49.17108,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,77309,2018-06-19 22:50:59:963
-0.267643,0.235909,9.93544,-0.001065,-0.016778,-0.412257,5.0,-26.5,-18.35,-39.2,961.21,49.17108,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,77409,2018-06-19 22:51:00:063
-0.303569,0.20672,9.941426,-0.027164,0.039148,-0.751011,5.0,-26.05,-18.95,-39.2,961.15,49.17108,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,77510,2018-06-19 22:51:00:164
-0.125888,0.264051,9.936788,0.014914,-0.047671,-0.495348,4.0,-25.6,-20.55,-39.55,961.18,47.90071,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,77612,2018-06-19 22:51:00:266
-0.177231,0.241747,9.94936,0.00506,-0.018109,-0.490288,4.0,-25.35,-21.5,-39.75,961.19,47.90071,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,77709,2018-06-19 22:51:00:363
-0.121847,0.22618,9.936788,5.33E-4,-0.01012,-0.438356,4.0,-25.0,-22.15,-40.35,961.25,47.90071,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,77810,2018-06-19 22:51:00:464
-0.018412,0.253573,9.942624,0.002929,-0.020773,-0.312655,5.0,-24.1,-23.8,-41.6,961.25,48.16156,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,77910,2018-06-19 22:51:00:564
-0.158371,0.239951,9.953552,0.0,-0.015713,-0.355798,5.0,-23.85,-24.1,-42.15,961.25,48.16156,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,78009,2018-06-19 22:51:00:663
-0.109123,0.228575,9.94966,5.33E-4,-0.021838,-0.460461,5.0,-22.95,-26.05,-43.8,961.25,48.16156,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,78109,2018-06-19 22:51:00:763
-0.189955,0.129181,9.946666,-7.99E-4,-0.0253,-0.577906,5.0,-22.5,-26.45,-44.65,961.22,48.16156,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,78210,2018-06-19 22:51:00:864
-0.15852,0.165107,9.955348,-2.66E-4,-0.020773,-0.585096,6.0,-21.05,-28.0,-46.35,961.25,50.40827,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,78311,2018-06-19 22:51:00:965
-0.038171,0.310454,9.927506,-5.33E-4,-0.016245,-0.323574,6.0,-20.05,-28.7,-47.4,961.28,50.40827,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,78409,2018-06-19 22:51:01:063
0.030237,0.279918,9.941128,-0.001065,-0.014914,-0.246076,6.0,-18.9,-29.2,-48.35,961.39,50.40827,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,78510,2018-06-19 22:51:01:164
-0.063468,0.247585,9.936936,5.33E-4,-0.008256,-0.190682,6.0,-16.45,-30.55,-50.3,961.16,50.40827,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,78610,2018-06-19 22:51:01:264
-0.106429,0.279918,9.93574,-0.001332,-0.002397,0.003196,6.0,-15.25,-31.05,-51.15,961.22,49.20189,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,78710,2018-06-19 22:51:01:364
-0.108674,0.238304,9.947116,0.002131,-0.001065,0.011718,6.0,-14.35,-31.5,-51.9,961.22,49.20189,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 18,78812,2018-06-19 22:51:01:466
-0.108225,0.231419,9.924812,-0.002397,-0.006924,0.009587,6.0,-12.75,-31.75,-52.8,961.28,49.20189,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 18,78910,2018-06-19 22:51:01:564
-0.109422,0.174687,9.947864,0.0,-0.014115,-0.258327,6.0,-12.2,-31.95,-52.95,961.28,49.20189,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 18,79011,2018-06-19 22:51:01:665
-0.099244,0.228126,9.948912,-0.001065,-0.013582,-0.254066,7.0,-12.05,-32.25,-53.1,961.32,49.41715,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 18,79109,2018-06-19 22:51:01:763
-0.160616,0.210762,9.93574,-0.001864,-0.014647,-0.250071,7.0,-11.85,-32.15,-52.9,961.19,49.41715,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 18,79210,2018-06-19 22:51:01:864
-0.156724,0.168999,9.941576,-0.001065,-0.022903,-0.374973,8.0,-11.15,-32.0,-52.95,961.22,49.41715,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 18,79310,2018-06-19 22:51:01:964
-0.09131,0.258063,9.938434,-0.00506,-0.027697,-0.345678,8.0,-10.6,-31.85,-52.95,961.25,49.90811,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 18,79410,2018-06-19 22:51:02:064
-0.116757,0.256866,9.950408,-7.99E-4,-0.017843,-0.472178,9.0,-8.5,-31.95,-53.3,961.22,49.90811,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 18,79509,2018-06-19 22:51:02:163
-0.179626,0.230221,9.952952,0.002397,-0.01518,-0.622114,9.0,-6.95,-31.7,-53.55,961.25,49.90811,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 18,79610,2018-06-19 22:51:02:264
-0.095501,0.256417,9.95415,5.33E-4,-0.023968,-0.504669,10.0,-3.05,-30.7,-53.2,961.22,49.90811,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 18,79709,2018-06-19 22:51:02:363
-0.03862,0.257165,9.941426,2.66E-4,-0.026365,-0.535828,11.0,-0.85,-30.25,-52.75,961.16,49.70578,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,79809,2018-06-19 22:51:02:463
-0.033081,0.207768,9.944572,-0.001864,-0.027697,-0.5827,12.0,1.15,-29.5,-51.85,961.29,49.70578,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,79911,2018-06-19 22:51:02:565
0.091759,0.381856,9.928704,-7.99E-4,-0.009587,-0.316916,13.0,5.15,-28.05,-49.6,961.19,49.70578,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,80010,2018-06-19 22:51:02:664
0.042661,0.26465,9.941726,-0.002397,-0.021039,-0.256462,14.0,6.7,-27.1,-47.8,961.23,49.70578,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,80110,2018-06-19 22:51:02:764
-0.118104,0.223785,9.944122,2.66E-4,-0.015979,-0.241016,15.0,8.65,-26.0,-44.45,961.23,50.84326,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,80210,2018-06-19 22:51:02:864
-0.085921,0.144899,9.986184,-0.001864,-0.043676,-0.325705,16.0,9.3,-25.55,-42.85,961.23,50.84326,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,80309,2018-06-19 22:51:02:963
-0.073048,0.208067,9.95939,-0.014647,-0.060187,-0.307062,16.0,9.5,-25.0,-41.45,961.26,50.84326,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,80409,2018-06-19 22:51:03:063
0.102686,0.289348,9.913136,-0.007723,-0.015979,-0.090015,16.0,9.05,-24.2,-39.4,961.26,49.56307,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,80510,2018-06-19 22:51:03:164
-0.001647,0.244142,9.922866,0.002929,0.026099,-0.014381,16.0,8.7,-23.75,-38.65,961.26,49.56307,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,80609,2018-06-19 22:51:03:263
-0.08188,0.324825,9.948762,0.003728,-7.99E-4,0.055394,17.0,8.1,-23.0,-37.75,961.29,49.56307,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,80710,2018-06-19 22:51:03:364
-0.052092,0.132175,9.943672,0.003462,0.001864,0.015446,17.0,7.85,-22.4,-37.5,961.26,49.56307,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,80811,2018-06-19 22:51:03:465
-0.064366,0.208367,9.953552,0.004527,0.017311,0.010386,17.0,7.4,-21.8,-37.5,961.19,50.69293,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,80910,2018-06-19 22:51:03:564
-0.20687,0.208816,9.977502,0.007989,-0.007989,-0.178964,18.0,7.4,-21.7,-37.3,961.25,50.69293,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,81010,2018-06-19 22:51:03:664
-0.843047,-0.295336,9.963282,0.003196,-0.029295,-0.954743,18.0,7.8,-22.1,-37.2,961.22,50.69293,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,81109,2018-06-19 22:51:03:763
0.683628,0.97642,9.92601,0.001864,-0.018109,-0.589358,20.0,7.8,-22.25,-37.25,961.22,50.69293,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,81210,2018-06-19 22:51:03:864
0.1202,0.368983,9.937534,-0.001332,-0.014381,-0.36725,21.0,8.0,-22.75,-37.3,961.21,50.00983,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,81309,2018-06-19 22:51:03:963
-0.138462,0.193248,9.951756,0.002131,-0.025566,-0.565389,23.0,8.45,-23.2,-36.8,961.18,50.00983,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,81410,2018-06-19 22:51:04:064
-0.18741,0.210612,9.941726,-0.001598,-0.028496,-0.74462,23.0,8.75,-23.4,-36.5,961.07,50.00983,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,81509,2018-06-19 22:51:04:163
0.017663,0.286953,9.95505,-0.011452,0.0,-0.273773,24.0,9.85,-23.8,-36.15,961.18,50.00983,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,81611,2018-06-19 22:51:04:265
-0.001647,0.22139,9.944122,0.004794,-0.014115,-0.358195,26.0,10.75,-24.15,-35.8,961.23,49.6266,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,81709,2018-06-19 22:51:04:363
-0.008682,0.242945,9.938582,-0.002131,-0.027697,-0.254865,26.0,11.65,-24.35,-35.35,961.2,49.6266,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,81810,2018-06-19 22:51:04:464
-0.088017,0.217947,9.952804,0.002929,-0.010653,-0.396012,28.0,13.15,-24.5,-35.2,961.2,49.6266,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,81909,2018-06-19 22:51:04:563
-0.079335,0.203277,9.947864,0.001598,-0.013848,-0.393615,28.0,13.9,-25.05,-35.15,961.23,52.01528,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,82010,2018-06-19 22:51:04:664
0.003443,0.243993,9.937984,0.002397,-0.019175,-0.652741,30.0,15.6,-25.35,-35.25,961.23,52.01528,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,82109,2018-06-19 22:51:04:763
-0.016316,0.248932,9.946966,-2.66E-4,-0.021039,-0.500142,32.0,16.4,-25.55,-35.35,961.07,52.01528,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,82211,2018-06-19 22:51:04:865
-0.131726,0.168699,9.958792,-0.003462,-0.023169,-0.541421,32.0,17.6,-25.05,-35.55,961.22,52.01528,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,82309,2018-06-19 22:51:04:963
0.052541,0.318388,9.940828,-7.99E-4,-0.010919,-0.38749,32.0,18.45,-24.9,-35.25,961.22,52.42624,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,82409,2018-06-19 22:51:05:063
-0.026046,0.216151,9.936788,7.99E-4,-0.017044,-0.263653,33.0,20.1,-24.1,-35.25,961.35,52.42624,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,82509,2018-06-19 22:51:05:163
0.029788,0.285307,9.94038,-0.001864,-0.014914,-0.250071,59.0,20.7,-23.55,-35.25,961.29,52.42624,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,82611,2018-06-19 22:51:05:265
-0.061372,0.167352,9.93993,0.00506,-0.00506,-0.164051,62.0,21.45,-22.95,-35.2,961.22,52.42624,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,82709,2018-06-19 22:51:05:363
-0.042362,0.185464,9.936188,0.008788,0.009321,-0.162985,63.0,22.75,-22.4,-35.35,961.32,51.29811,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,82810,2018-06-19 22:51:05:464
-0.026645,0.177531,9.945168,-5.33E-4,-0.010919,-0.141148,63.0,23.1,-21.5,-35.2,961.26,51.29811,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,82911,2018-06-19 22:51:05:565
-0.064366,0.248184,9.942924,0.001864,-0.008788,-0.127832,62.0,24.05,-20.75,-35.3,961.17,51.29811,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,83009,2018-06-19 22:51:05:663
-0.148192,0.181722,9.959988,-0.006125,-0.016245,-0.226635,65.0,24.3,-20.2,-35.15,961.23,51.74306,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,83110,2018-06-19 22:51:05:764
-0.023202,0.22139,9.937834,-5.33E-4,-0.013049,-0.231695,67.0,24.4,-19.05,-34.95,961.23,51.74306,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,83210,2018-06-19 22:51:05:864
-0.108973,0.190554,9.953702,-0.003462,-0.018908,-0.176035,70.0,24.8,-18.55,-34.85,961.29,51.74306,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,83310,2018-06-19 22:51:05:964
-0.057181,0.231568,9.947564,7.99E-4,-0.010919,-0.186421,70.0,25.25,-18.35,-34.9,961.11,51.74306,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,83409,2018-06-19 22:51:06:063
0.002096,0.239652,9.926908,0.013316,0.002929,-0.083623,70.0,25.8,-17.85,-34.75,961.29,49.79262,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,83509,2018-06-19 22:51:06:163
-0.044607,0.233514,9.948762,-0.006924,-0.017843,-0.056459,69.0,25.9,-17.4,-34.75,961.23,49.79262,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,83610,2018-06-19 22:51:06:264
-0.018561,0.205373,9.93993,0.002397,-0.003728,0.014647,71.0,26.7,-17.3,-34.9,961.2,49.79262,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,83710,2018-06-19 22:51:06:364
-0.044008,0.212109,9.945918,-0.003196,-0.007191,0.022371,71.0,27.2,-17.55,-34.95,961.26,49.79262,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,83809,2018-06-19 22:51:06:463
-0.002395,0.239053,9.944572,-0.002397,-0.001332,0.205862,69.0,26.95,-16.65,-34.55,961.11,51.04004,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,83910,2018-06-19 22:51:06:564
-0.009879,0.229623,9.936188,-0.002663,-0.003462,0.28123,70.0,27.15,-16.6,-34.65,961.11,51.04004,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,84010,2018-06-19 22:51:06:664
-0.051792,0.233963,9.936338,0.003196,0.002397,0.299872,70.0,27.15,-16.75,-34.65,961.11,51.04004,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,84110,2018-06-19 22:51:06:764
-0.016615,0.23067,9.941576,-0.001065,0.005326,0.486027,69.0,26.85,-16.5,-34.6,961.08,51.04004,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,84211,2018-06-19 22:51:06:865
0.003892,0.231568,9.943374,-0.001065,0.00506,0.629305,64.0,26.5,-16.25,-34.6,961.27,50.99802,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,84309,2018-06-19 22:51:06:963
-0.028141,0.16331,9.94053,0.003196,0.014115,0.748881,63.0,25.2,-16.2,-34.8,961.27,50.99802,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,84410,2018-06-19 22:51:07:064
-0.034129,0.28396,9.937684,-0.003462,0.007989,0.710531,58.0,24.55,-16.5,-35.0,961.24,50.99802,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,84509,2018-06-19 22:51:07:163
-0.180974,0.229323,9.934392,-0.003995,0.012783,0.829308,32.0,22.8,-17.25,-35.25,961.24,51.28089,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,84610,2018-06-19 22:51:07:264
-0.125888,0.234113,9.936638,2.66E-4,0.011185,0.83064,30.0,21.9,-18.05,-35.35,961.36,51.28089,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,84709,2018-06-19 22:51:07:363
-0.029638,0.221839,9.923764,-0.003196,0.012517,0.897219,29.0,21.05,-19.3,-35.3,961.2,51.28089,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,84809,2018-06-19 22:51:07:463
0.01931,0.246986,9.938134,-0.003196,0.014914,0.909203,26.0,19.35,-21.9,-35.7,961.17,51.28089,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,84910,2018-06-19 22:51:07:564
-0.095651,0.225731,9.942026,0.002131,0.016778,0.915328,24.0,18.5,-22.85,-35.75,961.17,50.51276,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,85009,2018-06-19 22:51:07:663
-0.261207,0.196691,9.937684,0.002131,0.015446,0.800014,22.0,16.25,-23.5,-36.3,961.29,50.51276,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,85110,2018-06-19 22:51:07:764
0.189356,0.329166,9.927956,0.001065,0.016245,0.902812,21.0,15.15,-23.3,-36.5,961.26,50.51276,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,85209,2018-06-19 22:51:07:863
-0.159119,0.160317,9.948612,0.006658,0.02317,1.083108,19.0,13.95,-23.05,-36.85,961.23,50.51276,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,85310,2018-06-19 22:51:07:964
-0.204175,0.29339,9.92616,-0.011984,0.036485,1.529187,16.0,11.7,-22.1,-37.8,961.26,50.37445,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,85410,2018-06-19 22:51:08:064
0.029638,0.309706,9.944272,-0.005859,0.032224,1.726527,11.0,10.45,-21.6,-38.5,961.2,50.37445,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,85510,2018-06-19 22:51:08:164
-0.175136,0.398322,9.944422,-0.002131,0.020506,1.128115,10.0,8.45,-22.5,-40.05,961.2,50.37445,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,85610,2018-06-19 22:51:08:264
-0.243244,0.205523,9.94951,-0.009854,0.018109,1.131577,9.0,7.6,-23.35,-41.35,961.17,51.83197,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,85710,2018-06-19 22:51:08:364
0.08637,0.477208,9.934392,-0.007191,0.020773,1.121723,8.0,4.95,-25.15,-44.2,961.2,51.83197,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,85811,2018-06-19 22:51:08:465
-0.114662,0.22603,9.926758,-0.021305,0.058057,1.202684,6.0,3.0,-26.3,-45.45,961.23,51.83197,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,85909,2018-06-19 22:51:08:563
-0.22603,0.22588,9.9549,-0.019974,0.034355,0.910801,6.0,-1.7,-27.8,-48.4,961.17,51.83197,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,86009,2018-06-19 22:51:08:663
-0.240699,0.446521,9.929152,0.001065,-0.004794,1.098288,5.0,-5.15,-27.45,-49.55,961.23,52.18161,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,86109,2018-06-19 22:51:08:763
-0.280217,0.123344,9.931996,0.001332,0.0,0.927046,4.0,-8.55,-27.55,-50.15,961.26,52.18161,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,86211,2018-06-19 22:51:08:865
-0.129032,0.270488,9.940978,-0.008256,0.02024,1.113468,5.0,-16.0,-26.55,-49.95,961.17,52.18161,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,86312,2018-06-19 22:51:08:966
-0.083676,0.453407,9.931248,-0.013316,0.027697,1.42346,5.0,-19.35,-25.3,-49.25,961.23,52.18161,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,86409,2018-06-19 22:51:09:063
0.069306,0.669408,9.932746,-0.023436,0.050067,1.58032,6.0,-24.85,-21.9,-46.7,961.2,48.935,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,86510,2018-06-19 22:51:09:164
0.136516,0.411045,9.941278,-0.014381,0.023702,1.568602,7.0,-26.6,-20.3,-45.15,961.17,48.935,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,86609,2018-06-19 22:51:09:263
-0.621657,0.166304,9.940828,-0.013316,0.018908,0.870587,9.0,-28.7,-15.05,-41.65,961.23,48.935,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,86709,2018-06-19 22:51:09:363
-0.294138,0.363893,9.942176,-0.009854,0.011718,0.751278,9.0,-29.3,-12.55,-40.1,961.26,48.935,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,86809,2018-06-19 22:51:09:463
-0.15852,0.514181,9.93484,-0.013049,0.023436,1.390436,9.0,-29.6,-10.15,-38.85,961.26,48.48186,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,86910,2018-06-19 22:51:09:564
-0.333656,0.116009,9.948762,-0.014381,0.026632,0.96513,11.0,-29.7,-5.05,-37.25,961.29,48.48186,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,87009,2018-06-19 22:51:09:663
-0.034728,0.350122,9.928554,2.66E-4,-0.009321,1.114533,12.0,-30.0,-2.65,-36.8,961.26,48.48186,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,87110,2018-06-19 22:51:09:764
-0.372276,0.089364,9.947564,-0.022104,0.036485,0.624511,12.0,-29.4,0.9,-36.7,961.32,47.40607,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,87211,2018-06-19 22:51:09:865
-0.195793,0.35102,9.933942,-0.014115,0.015979,0.608,29.0,-29.05,2.2,-36.75,961.26,47.40607,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,87310,2018-06-19 22:51:09:964
-0.241149,0.256566,9.94936,-0.007723,-0.002397,0.971521,34.0,-28.35,5.9,-36.7,961.17,47.40607,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,87410,2018-06-19 22:51:10:064
-0.324076,0.255818,9.942474,-0.007723,0.010386,0.611728,43.0,-27.65,7.1,-36.85,961.26,47.40607,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,87510,2018-06-19 22:51:10:164
-0.46179,0.18741,9.93978,-0.019707,0.030893,0.202667,44.0,-27.15,8.7,-36.65,961.23,49.41852,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,87609,2018-06-19 22:51:10:263
-0.163759,0.194146,9.940978,-0.003462,0.003728,0.251136,45.0,-26.25,11.8,-36.7,961.23,49.41852,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,87709,2018-06-19 22:51:10:363
-0.357606,0.154179,9.938434,0.003196,-0.013848,0.113184,46.0,-26.0,13.0,-36.4,961.17,49.41852,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,87811,2018-06-19 22:51:10:465
-0.185015,0.221539,9.942774,0.002929,-0.014115,0.011718,46.0,-25.1,14.9,-36.4,961.17,49.41852,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,87909,2018-06-19 22:51:10:563
-0.164658,0.248783,9.942326,0.003995,-0.02024,0.011718,47.0,-25.1,15.85,-36.15,961.26,48.44808,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,88010,2018-06-19 22:51:10:664
-0.124092,0.277673,9.946516,-2.66E-4,-0.006392,0.011185,46.0,-25.1,17.2,-36.25,961.23,48.44808,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,88110,2018-06-19 22:51:10:764
-0.129331,0.273182,9.9543,-0.001598,-0.007723,0.011452,46.0,-25.3,17.8,-36.25,961.23,48.44808,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,88211,2018-06-19 22:51:10:865
-0.126487,0.26465,9.943224,0.001598,-0.006392,0.010919,46.0,-25.55,18.0,-36.15,961.29,49.27321,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,88310,2018-06-19 22:51:10:964
-0.127535,0.266296,9.944272,-0.006658,0.003462,0.011185,46.0,-25.8,18.45,-36.35,961.29,49.27321,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,88411,2018-06-19 22:51:11:065
-0.111069,0.276475,9.937684,0.001598,-0.006125,0.010653,46.0,-25.7,18.25,-36.45,961.2,49.27321,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,88510,2018-06-19 22:51:11:164
-0.116757,0.274829,9.945318,0.001598,-0.008522,0.011185,46.0,-25.45,17.45,-36.75,961.23,49.27321,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,88610,2018-06-19 22:51:11:264
-0.125888,0.283361,9.938134,2.66E-4,-0.01012,0.011185,47.0,-25.45,17.15,-36.65,961.2,48.18527,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,88709,2018-06-19 22:51:11:363
-0.11556,0.280666,9.945618,2.66E-4,-0.007723,0.010653,46.0,-24.7,16.05,-36.75,961.26,48.18527,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,0 / 19,88810,2018-06-19 22:51:11:464
